loan_id,update_date,servicer_name,reported_balance,reported_status,reported_rate,source_system,conflict_type,stale_flag,notes
LN0005102,2023-09-16,ServicerB,0.0,90DPD,4.264,LOS,balance_mismatch,0,Update from ServicerE
LN0005102,2022-05-31,ServicerE,0.0,Default,7.191,LOS,balance_mismatch,0,Update from ServicerD
LN0001823,2023-07-11,ServicerA,103318.41,Current,2.053,LOS,rate_discrepancy,0,Update from ServicerA
LN0001823,2023-06-10,ServicerD,103318.41,60DPD,5.423,LOS,none,0,Update from ServicerE
LN0001823,2023-07-23,ServicerC,103318.41,Current,6.157,Manual-Entry,none,0,Update from ServicerA
LN0001823,2023-10-02,ServicerA,103318.41,Current,5.555,Manual-Entry,none,0,Update from ServicerA
LN0001823,2021-07-29,ServicerC,103318.41,30DPD,4.929,Servicer-Portal,stale_record,1,Update from ServicerB
LN0001823,2022-11-24,ServicerC,103318.41,Current,6.129,Manual-Entry,rate_discrepancy,0,Update from ServicerD
LN0004620,2022-08-18,ServicerB,112419.09,30DPD,3.88,Manual-Entry,balance_mismatch,0,Update from ServicerB
LN0007899,2021-11-06,ServicerD,0.0,90DPD,3.897,Servicer-Portal,none,0,Update from ServicerC
LN0007899,2023-06-27,ServicerA,0.0,60DPD,8.365,Manual-Entry,none,0,Update from ServicerB
LN0007899,2023-02-18,ServicerB,0.0,30DPD,6.44,Servicer-Portal,stale_record,1,Update from ServicerB
LN0007899,2022-07-23,ServicerE,0.0,30DPD,5.217,Servicer-Portal,none,0,Update from ServicerD
LN0001195,2023-11-30,ServicerE,0.0,30DPD,5.458,Batch-Upload,stale_record,1,Update from ServicerC
LN0001195,2022-07-12,ServicerE,0.0,90DPD,6.176,Manual-Entry,balance_mismatch,0,Update from ServicerC
LN0001195,2022-03-31,ServicerD,0.0,Current,4.335,LOS,none,0,Update from ServicerB
LN0001195,2022-06-15,ServicerD,0.0,30DPD,3.933,Manual-Entry,none,0,Update from ServicerA
LN0006498,2022-01-10,ServicerD,227857.89,60DPD,9.776,LOS,none,0,Update from ServicerD
LN0003389,2022-10-06,ServicerD,161910.21,Current,4.578,Servicer-Portal,balance_mismatch,0,Update from ServicerE
LN0003389,2023-07-23,ServicerB,119999.48,60DPD,5.735,LOS,rate_discrepancy,0,Update from ServicerD
LN0003389,2022-12-24,ServicerD,119999.48,30DPD,6.93,LOS,status_conflict,0,Update from ServicerB
LN0003030,2023-03-05,ServicerE,0.0,30DPD,5.403,Batch-Upload,stale_record,1,Update from ServicerE
LN0003030,2022-10-29,ServicerE,0.0,Default,6.682,Servicer-Portal,status_conflict,0,Update from ServicerB
LN0008000,2023-08-08,ServicerD,241521.82,30DPD,5.644,LOS,status_conflict,0,Update from ServicerD
LN0006321,2023-01-27,ServicerB,106239.64,90DPD,7.482,Manual-Entry,status_conflict,0,Update from ServicerC
LN0006321,2023-11-04,ServicerC,106239.64,30DPD,6.069,Servicer-Portal,stale_record,1,Update from ServicerB
LN0006321,2021-07-23,ServicerB,106239.64,Current,6.269,LOS,none,0,Update from ServicerA
LN0006321,2022-07-20,ServicerA,193755.17,30DPD,6.641,Batch-Upload,balance_mismatch,0,Update from ServicerB
LN0004799,2021-10-16,ServicerD,98313.01,30DPD,4.69,Manual-Entry,none,0,Update from ServicerB
LN0004799,2023-01-28,ServicerD,98313.01,30DPD,3.315,Manual-Entry,stale_record,1,Update from ServicerD
LN0004799,2021-08-22,ServicerD,98313.01,Current,5.92,Manual-Entry,status_conflict,0,Update from ServicerD
LN0004799,2021-06-15,ServicerB,98313.01,30DPD,5.066,Servicer-Portal,none,0,Update from ServicerD
LN0008761,2023-09-16,ServicerD,0.0,Current,6.376,Servicer-Portal,stale_record,1,Update from ServicerD
LN0006163,2023-05-24,ServicerC,43354.85,90DPD,7.29,LOS,balance_mismatch,0,Update from ServicerC
LN0006163,2023-11-27,ServicerC,54084.9,Default,3.52,LOS,stale_record,1,Update from ServicerB
LN0006163,2023-08-08,ServicerB,106097.51,Current,5.168,LOS,balance_mismatch,0,Update from ServicerE
LN0006163,2021-01-15,ServicerC,54084.9,30DPD,5.571,Manual-Entry,stale_record,1,Update from ServicerB
LN0006163,2023-02-22,ServicerE,54084.9,Default,7.75,Batch-Upload,status_conflict,0,Update from ServicerA
LN0005120,2023-06-03,ServicerB,116194.96,30DPD,6.828,Manual-Entry,stale_record,1,Update from ServicerB
LN0005120,2023-05-27,ServicerE,116194.96,Default,6.62,Servicer-Portal,none,0,Update from ServicerD
LN0005271,2021-04-26,ServicerE,360202.55,Current,6.289,LOS,stale_record,1,Update from ServicerB
LN0005271,2022-07-10,ServicerB,360202.55,Default,7.01,Batch-Upload,none,0,Update from ServicerC
LN0005271,2021-10-07,ServicerE,360202.55,90DPD,5.216,Servicer-Portal,status_conflict,0,Update from ServicerB
LN0005271,2023-03-06,ServicerC,360202.55,90DPD,4.908,LOS,none,0,Update from ServicerB
LN0005271,2021-01-27,ServicerA,360202.55,Current,5.159,Batch-Upload,none,0,Update from ServicerB
LN0008892,2021-09-17,ServicerB,141200.5,Default,4.79,Servicer-Portal,stale_record,1,Update from ServicerB
LN0008892,2021-12-23,ServicerD,141200.5,30DPD,5.444,Batch-Upload,stale_record,1,Update from ServicerC
LN0008892,2022-08-24,ServicerD,128430.19,30DPD,6.251,LOS,balance_mismatch,0,Update from ServicerB
LN0008892,2021-06-11,ServicerB,141200.5,90DPD,2.918,Batch-Upload,stale_record,1,Update from ServicerA
LN0008892,2022-08-30,ServicerE,141200.5,90DPD,4.494,Batch-Upload,none,0,Update from ServicerA
LN0008892,2022-04-04,ServicerA,141200.5,90DPD,4.803,Batch-Upload,stale_record,1,Update from ServicerE
LN0007976,2023-11-01,ServicerB,278371.61,30DPD,4.467,Batch-Upload,none,0,Update from ServicerC
LN0007976,2023-10-28,ServicerA,280760.17,Current,5.164,Manual-Entry,balance_mismatch,0,Update from ServicerB
LN0007976,2022-11-14,ServicerA,278371.61,90DPD,1.078,Servicer-Portal,stale_record,1,Update from ServicerD
LN0007976,2021-09-03,ServicerB,278371.61,30DPD,6.792,Batch-Upload,stale_record,1,Update from ServicerE
LN0007976,2021-03-13,ServicerA,278371.61,60DPD,6.723,LOS,none,0,Update from ServicerD
LN0007976,2023-04-17,ServicerC,278371.61,Current,5.013,Servicer-Portal,stale_record,1,Update from ServicerE
LN0006555,2022-08-03,ServicerB,0.0,Default,7.004,Manual-Entry,none,0,Update from ServicerA
LN0006555,2022-12-21,ServicerD,0.0,90DPD,5.327,Batch-Upload,stale_record,1,Update from ServicerE
LN0006555,2022-11-29,ServicerA,0.0,60DPD,3.665,Batch-Upload,none,0,Update from ServicerC
LN0006555,2021-09-12,ServicerE,0.0,30DPD,7.232,LOS,balance_mismatch,0,Update from ServicerD
LN0003011,2021-11-26,ServicerB,149942.83,60DPD,4.449,Manual-Entry,none,0,Update from ServicerD
LN0003011,2022-01-28,ServicerE,149942.83,Current,4.544,LOS,stale_record,1,Update from ServicerE
LN0003011,2021-11-03,ServicerC,149942.83,Current,5.578,Batch-Upload,none,0,Update from ServicerC
LN0003011,2021-09-30,ServicerE,149942.83,60DPD,5.481,LOS,none,0,Update from ServicerD
LN0003011,2022-08-17,ServicerB,149942.83,90DPD,4.155,Manual-Entry,stale_record,1,Update from ServicerC
LN0001764,2022-01-09,ServicerC,0.0,30DPD,4.275,Servicer-Portal,none,0,Update from ServicerC
LN0008953,2023-04-02,ServicerE,0.0,90DPD,2.624,Manual-Entry,none,0,Update from ServicerC
LN0008953,2022-07-16,ServicerC,0.0,90DPD,6.045,Batch-Upload,rate_discrepancy,0,Update from ServicerD
LN0004751,2021-08-31,ServicerB,0.0,Default,3.484,LOS,stale_record,1,Update from ServicerB
LN0004751,2022-02-24,ServicerE,0.0,Current,7.806,LOS,balance_mismatch,0,Update from ServicerE
LN0004751,2022-12-21,ServicerD,0.0,90DPD,5.581,Batch-Upload,stale_record,1,Update from ServicerC
LN0003759,2021-10-16,ServicerA,123546.83,60DPD,5.03,Servicer-Portal,none,0,Update from ServicerD
LN0003759,2021-01-24,ServicerC,123546.83,60DPD,2.901,Manual-Entry,none,0,Update from ServicerB
LN0003759,2022-12-27,ServicerB,123546.83,60DPD,6.518,LOS,none,0,Update from ServicerE
LN0005398,2022-01-06,ServicerE,118520.84,90DPD,5.659,LOS,balance_mismatch,0,Update from ServicerD
LN0005398,2023-12-17,ServicerB,84701.79,60DPD,5.635,LOS,none,0,Update from ServicerD
LN0009446,2021-03-29,ServicerB,130978.41,Default,3.799,LOS,rate_discrepancy,0,Update from ServicerA
LN0009446,2023-03-03,ServicerD,130978.41,60DPD,3.434,Batch-Upload,status_conflict,0,Update from ServicerA
LN0009446,2022-03-20,ServicerC,130978.41,30DPD,6.552,Servicer-Portal,rate_discrepancy,0,Update from ServicerE
LN0009446,2022-11-17,ServicerC,130978.41,90DPD,5.275,Servicer-Portal,none,0,Update from ServicerD
LN0001137,2021-07-16,ServicerD,96996.88,Default,5.127,Batch-Upload,none,0,Update from ServicerC
LN0001137,2021-04-17,ServicerC,96996.88,Default,4.856,LOS,rate_discrepancy,0,Update from ServicerA
LN0001137,2022-06-06,ServicerE,96996.88,30DPD,7.972,Manual-Entry,none,0,Update from ServicerD
LN0001137,2021-02-08,ServicerC,96996.88,90DPD,7.712,Batch-Upload,none,0,Update from ServicerB
LN0001897,2023-10-04,ServicerD,79431.27,60DPD,3.432,LOS,none,0,Update from ServicerC
LN0001897,2023-06-16,ServicerD,79431.27,Current,1.225,LOS,none,0,Update from ServicerA
LN0001897,2022-10-23,ServicerC,79431.27,60DPD,4.53,LOS,stale_record,1,Update from ServicerD
LN0001572,2023-02-08,ServicerE,260600.41,Default,4.716,Servicer-Portal,stale_record,1,Update from ServicerA
LN0001572,2021-04-01,ServicerA,260600.41,Current,6.322,Batch-Upload,status_conflict,0,Update from ServicerC
LN0001572,2023-08-04,ServicerB,260600.41,Default,5.551,LOS,none,0,Update from ServicerE
LN0001572,2021-05-16,ServicerD,260600.41,30DPD,6.783,Batch-Upload,none,0,Update from ServicerC
LN0003836,2022-11-26,ServicerE,217094.42,90DPD,4.179,Servicer-Portal,none,0,Update from ServicerE
LN0006389,2021-01-22,ServicerD,92430.51,60DPD,8.117,Servicer-Portal,none,0,Update from ServicerB
LN0006389,2021-07-24,ServicerC,92430.51,30DPD,8.363,Servicer-Portal,rate_discrepancy,0,Update from ServicerB
LN0006389,2022-11-23,ServicerE,92430.51,30DPD,1.851,LOS,status_conflict,0,Update from ServicerB
LN0006389,2021-08-15,ServicerE,80978.44,Default,7.201,Batch-Upload,balance_mismatch,0,Update from ServicerD
LN0006389,2022-08-26,ServicerC,92430.51,60DPD,6.49,LOS,none,0,Update from ServicerD
LN0006389,2023-07-31,ServicerD,92430.51,30DPD,6.732,Manual-Entry,stale_record,1,Update from ServicerA
LN0009204,2022-07-15,ServicerD,225658.29,Current,7.438,LOS,none,0,Update from ServicerA
LN0009204,2023-07-05,ServicerD,225658.29,60DPD,5.606,Manual-Entry,status_conflict,0,Update from ServicerD
LN0009204,2023-05-13,ServicerE,225658.29,90DPD,7.394,LOS,status_conflict,0,Update from ServicerB
LN0003150,2023-07-05,ServicerA,127096.67,Default,6.162,Batch-Upload,stale_record,1,Update from ServicerB
LN0003150,2023-07-20,ServicerE,127096.67,90DPD,8.173,LOS,none,0,Update from ServicerC
LN0003150,2023-08-28,ServicerB,127096.67,60DPD,7.0,LOS,stale_record,1,Update from ServicerE
LN0003150,2022-07-04,ServicerE,127096.67,90DPD,4.738,LOS,stale_record,1,Update from ServicerE
LN0002891,2023-09-03,ServicerA,237565.38,Default,4.806,Manual-Entry,none,0,Update from ServicerD
LN0006121,2022-09-15,ServicerC,192853.02,60DPD,5.715,LOS,none,0,Update from ServicerB
LN0006121,2023-02-20,ServicerB,331504.81,Default,7.563,Manual-Entry,balance_mismatch,0,Update from ServicerA
LN0006121,2021-12-16,ServicerD,192853.02,30DPD,6.389,Batch-Upload,status_conflict,0,Update from ServicerE
LN0008589,2023-10-02,ServicerC,148221.58,30DPD,5.826,LOS,status_conflict,0,Update from ServicerA
LN0008589,2023-10-24,ServicerA,289139.83,Default,6.16,Servicer-Portal,balance_mismatch,0,Update from ServicerA
LN0008589,2022-01-24,ServicerB,148221.58,30DPD,6.558,Manual-Entry,stale_record,1,Update from ServicerE
LN0003157,2022-03-13,ServicerA,144327.88,60DPD,6.771,Batch-Upload,status_conflict,0,Update from ServicerC
LN0003157,2023-04-25,ServicerA,144327.88,Current,4.492,Servicer-Portal,stale_record,1,Update from ServicerA
LN0003157,2023-04-01,ServicerC,210330.11,Current,6.643,Servicer-Portal,balance_mismatch,0,Update from ServicerE
LN0003157,2021-08-28,ServicerC,144327.88,90DPD,4.526,Manual-Entry,none,0,Update from ServicerE
LN0004242,2021-08-30,ServicerA,289336.23,30DPD,4.838,Batch-Upload,stale_record,1,Update from ServicerB
LN0004242,2021-04-19,ServicerC,503340.16,60DPD,6.331,Batch-Upload,balance_mismatch,0,Update from ServicerB
LN0004242,2021-05-04,ServicerE,289336.23,90DPD,2.933,Servicer-Portal,status_conflict,0,Update from ServicerC
LN0004242,2022-02-09,ServicerC,289336.23,60DPD,3.012,Batch-Upload,none,0,Update from ServicerB
LN0002851,2023-08-28,ServicerA,46427.52,Current,5.645,Batch-Upload,rate_discrepancy,0,Update from ServicerB
LN0002851,2023-04-19,ServicerC,44653.88,Current,2.616,LOS,balance_mismatch,0,Update from ServicerE
LN0002851,2022-12-05,ServicerC,46427.52,60DPD,3.887,Manual-Entry,rate_discrepancy,0,Update from ServicerB
LN0002851,2023-10-23,ServicerA,46427.52,Current,6.584,Servicer-Portal,none,0,Update from ServicerC
LN0002851,2022-02-27,ServicerB,46427.52,90DPD,3.445,Manual-Entry,stale_record,1,Update from ServicerA
LN0002851,2023-03-18,ServicerD,46427.52,60DPD,3.656,Batch-Upload,stale_record,1,Update from ServicerB
LN0008546,2023-01-08,ServicerC,0.0,60DPD,4.728,Servicer-Portal,rate_discrepancy,0,Update from ServicerE
LN0008546,2022-01-16,ServicerD,0.0,90DPD,2.742,Batch-Upload,none,0,Update from ServicerE
LN0008546,2022-05-23,ServicerA,0.0,Default,4.81,Manual-Entry,status_conflict,0,Update from ServicerB
LN0008546,2021-01-30,ServicerD,0.0,60DPD,3.613,LOS,balance_mismatch,0,Update from ServicerD
LN0008180,2023-12-16,ServicerB,158861.76,60DPD,6.808,LOS,stale_record,1,Update from ServicerD
LN0008180,2023-05-15,ServicerB,158861.76,Current,6.028,Batch-Upload,none,0,Update from ServicerA
LN0008180,2023-04-25,ServicerB,158861.76,90DPD,3.31,Batch-Upload,rate_discrepancy,0,Update from ServicerE
LN0008180,2021-04-04,ServicerA,158861.76,30DPD,5.645,Batch-Upload,none,0,Update from ServicerB
LN0008180,2022-04-03,ServicerE,158861.76,Default,6.277,Servicer-Portal,stale_record,1,Update from ServicerA
LN0008180,2021-11-14,ServicerA,158861.76,30DPD,4.237,LOS,none,0,Update from ServicerE
LN0009598,2023-07-21,ServicerB,0.0,Default,3.583,Servicer-Portal,balance_mismatch,0,Update from ServicerD
LN0009598,2022-01-01,ServicerE,0.0,Current,3.784,LOS,rate_discrepancy,0,Update from ServicerC
LN0009598,2021-08-07,ServicerD,0.0,60DPD,4.878,Manual-Entry,none,0,Update from ServicerB
LN0009598,2022-01-25,ServicerB,0.0,Current,5.226,Batch-Upload,status_conflict,0,Update from ServicerC
LN0009598,2023-08-14,ServicerB,0.0,30DPD,6.609,LOS,none,0,Update from ServicerD
LN0001585,2021-05-10,ServicerB,181903.08,90DPD,6.003,Servicer-Portal,none,0,Update from ServicerE
LN0001552,2023-07-01,ServicerC,273355.18,Default,7.911,Batch-Upload,status_conflict,0,Update from ServicerE
LN0001552,2022-01-13,ServicerA,161287.07,90DPD,5.74,LOS,balance_mismatch,0,Update from ServicerC
LN0001552,2023-07-28,ServicerD,315370.27,Default,4.672,Batch-Upload,balance_mismatch,0,Update from ServicerB
LN0001552,2022-12-07,ServicerA,273355.18,Current,6.538,LOS,status_conflict,0,Update from ServicerC
LN0001552,2021-07-24,ServicerB,273355.18,60DPD,3.122,LOS,status_conflict,0,Update from ServicerB
LN0008600,2023-08-08,ServicerE,0.0,Current,5.219,LOS,balance_mismatch,0,Update from ServicerC
LN0008600,2021-07-13,ServicerD,0.0,Default,7.531,Manual-Entry,none,0,Update from ServicerE
LN0008600,2023-05-06,ServicerB,0.0,60DPD,7.965,Servicer-Portal,balance_mismatch,0,Update from ServicerC
LN0006239,2021-04-22,ServicerB,229149.58,Default,1.829,Servicer-Portal,balance_mismatch,0,Update from ServicerC
LN0006239,2023-10-12,ServicerB,121369.85,Current,4.325,Manual-Entry,none,0,Update from ServicerE
LN0006239,2021-05-15,ServicerE,121369.85,Current,3.728,Manual-Entry,none,0,Update from ServicerD
LN0003601,2023-11-03,ServicerA,0.0,60DPD,5.267,Servicer-Portal,none,0,Update from ServicerA
LN0003601,2022-10-04,ServicerC,0.0,90DPD,3.221,Manual-Entry,status_conflict,0,Update from ServicerD
LN0003601,2023-11-18,ServicerB,0.0,60DPD,6.391,Servicer-Portal,balance_mismatch,0,Update from ServicerB
LN0003601,2022-04-23,ServicerA,0.0,30DPD,5.851,LOS,stale_record,1,Update from ServicerB
LN0003521,2023-08-09,ServicerC,0.0,90DPD,8.266,Manual-Entry,balance_mismatch,0,Update from ServicerA
LN0000296,2023-11-22,ServicerB,110387.95,90DPD,5.265,Batch-Upload,none,0,Update from ServicerB
LN0000296,2023-10-02,ServicerB,110387.95,Current,7.491,Manual-Entry,none,0,Update from ServicerC
LN0000296,2021-03-16,ServicerA,68220.68,90DPD,7.87,Servicer-Portal,balance_mismatch,0,Update from ServicerE
LN0000296,2023-05-08,ServicerD,110387.95,30DPD,7.852,Batch-Upload,rate_discrepancy,0,Update from ServicerC
LN0005042,2022-07-19,ServicerE,0.0,30DPD,4.941,Servicer-Portal,stale_record,1,Update from ServicerA
LN0005042,2021-09-07,ServicerB,0.0,30DPD,4.269,Servicer-Portal,stale_record,1,Update from ServicerD
LN0007746,2021-07-25,ServicerB,63668.39,90DPD,6.948,Manual-Entry,none,0,Update from ServicerD
LN0007746,2021-06-18,ServicerB,63668.39,Default,6.233,Manual-Entry,none,0,Update from ServicerC
LN0001189,2022-02-16,ServicerE,136773.58,60DPD,5.626,LOS,none,0,Update from ServicerA
LN0001189,2023-09-18,ServicerE,192884.08,60DPD,6.377,Manual-Entry,balance_mismatch,0,Update from ServicerB
LN0005773,2022-09-17,ServicerB,61734.94,90DPD,3.485,Manual-Entry,none,0,Update from ServicerA
LN0005773,2021-09-05,ServicerD,61734.94,Current,5.635,Manual-Entry,none,0,Update from ServicerE
LN0005773,2021-10-11,ServicerE,51062.69,90DPD,4.506,Batch-Upload,balance_mismatch,0,Update from ServicerA
LN0005773,2022-07-16,ServicerE,61734.94,Current,3.661,LOS,none,0,Update from ServicerC
LN0005773,2022-05-08,ServicerC,61734.94,Current,5.562,Manual-Entry,none,0,Update from ServicerC
LN0005773,2021-08-23,ServicerE,61734.94,Default,5.893,LOS,stale_record,1,Update from ServicerB
LN0006554,2022-09-01,ServicerC,0.0,30DPD,5.562,Manual-Entry,balance_mismatch,0,Update from ServicerD
LN0006554,2021-08-08,ServicerB,0.0,Default,6.848,Batch-Upload,rate_discrepancy,0,Update from ServicerE
LN0006249,2021-10-18,ServicerE,276797.62,90DPD,5.312,Servicer-Portal,stale_record,1,Update from ServicerE
LN0006249,2023-09-29,ServicerE,276797.62,Current,5.828,LOS,rate_discrepancy,0,Update from ServicerD
LN0006249,2021-12-17,ServicerD,276797.62,Current,6.619,LOS,none,0,Update from ServicerD
LN0002871,2021-10-26,ServicerB,39475.81,60DPD,4.374,Manual-Entry,status_conflict,0,Update from ServicerD
LN0002871,2021-08-12,ServicerD,39475.81,Current,6.469,Batch-Upload,none,0,Update from ServicerA
LN0002871,2023-11-18,ServicerD,39475.81,Current,7.72,Manual-Entry,none,0,Update from ServicerC
LN0002151,2023-02-09,ServicerD,0.0,90DPD,6.47,LOS,none,0,Update from ServicerB
LN0002151,2021-03-16,ServicerD,0.0,Default,7.228,Batch-Upload,stale_record,1,Update from ServicerD
LN0002151,2021-06-21,ServicerE,0.0,Default,3.328,Servicer-Portal,status_conflict,0,Update from ServicerE
LN0002151,2021-01-14,ServicerA,0.0,90DPD,5.539,Batch-Upload,balance_mismatch,0,Update from ServicerD
LN0002151,2021-12-13,ServicerB,0.0,60DPD,5.34,Servicer-Portal,status_conflict,0,Update from ServicerE
LN0002151,2023-02-15,ServicerE,0.0,30DPD,5.927,LOS,stale_record,1,Update from ServicerA
LN0002295,2022-02-24,ServicerD,0.0,30DPD,4.594,Manual-Entry,none,0,Update from ServicerB
LN0002295,2021-09-03,ServicerD,0.0,Default,7.488,Servicer-Portal,none,0,Update from ServicerD
LN0005678,2022-03-06,ServicerD,0.0,Default,5.26,Servicer-Portal,none,0,Update from ServicerD
LN0005678,2021-10-01,ServicerD,0.0,30DPD,6.435,Batch-Upload,none,0,Update from ServicerB
LN0008924,2023-03-02,ServicerE,0.0,Default,1.847,LOS,none,0,Update from ServicerD
LN0008924,2023-09-25,ServicerA,0.0,60DPD,5.377,LOS,none,0,Update from ServicerB
LN0008924,2021-06-30,ServicerB,0.0,60DPD,6.339,Batch-Upload,status_conflict,0,Update from ServicerD
LN0008924,2023-09-11,ServicerE,0.0,60DPD,7.796,Servicer-Portal,rate_discrepancy,0,Update from ServicerB
LN0008924,2022-03-28,ServicerC,0.0,90DPD,6.617,Servicer-Portal,balance_mismatch,0,Update from ServicerA
LN0004899,2021-10-24,ServicerE,423730.33,30DPD,5.915,LOS,balance_mismatch,0,Update from ServicerB
LN0009212,2021-10-29,ServicerD,382924.58,Current,7.606,Servicer-Portal,rate_discrepancy,0,Update from ServicerE
LN0009212,2022-04-11,ServicerD,382924.58,60DPD,4.309,Batch-Upload,none,0,Update from ServicerD
LN0009212,2023-09-02,ServicerA,382924.58,90DPD,4.376,Batch-Upload,none,0,Update from ServicerE
LN0004945,2023-02-04,ServicerB,90768.89,60DPD,7.27,Manual-Entry,none,0,Update from ServicerB
LN0004945,2023-01-24,ServicerD,90768.89,Default,6.625,Batch-Upload,status_conflict,0,Update from ServicerC
LN0004945,2021-08-06,ServicerD,150183.19,90DPD,4.986,Manual-Entry,balance_mismatch,0,Update from ServicerB
LN0004945,2021-01-03,ServicerC,90768.89,Default,5.343,Servicer-Portal,stale_record,1,Update from ServicerB
LN0004945,2022-02-25,ServicerB,65057.08,Current,6.144,Manual-Entry,balance_mismatch,0,Update from ServicerA
LN0000320,2023-07-06,ServicerD,0.0,30DPD,8.15,Batch-Upload,stale_record,1,Update from ServicerD
LN0000320,2021-12-26,ServicerE,0.0,30DPD,7.943,Batch-Upload,status_conflict,0,Update from ServicerA
LN0000320,2022-11-10,ServicerE,0.0,60DPD,6.352,LOS,stale_record,1,Update from ServicerD
LN0000320,2023-11-10,ServicerD,0.0,Current,8.093,LOS,stale_record,1,Update from ServicerB
LN0000320,2022-01-01,ServicerB,0.0,90DPD,5.811,Servicer-Portal,balance_mismatch,0,Update from ServicerE
LN0005635,2022-07-09,ServicerE,208858.54,Default,3.683,Batch-Upload,stale_record,1,Update from ServicerB
LN0005635,2023-05-27,ServicerE,208858.54,30DPD,3.295,Manual-Entry,stale_record,1,Update from ServicerA
LN0000277,2023-07-30,ServicerA,222428.91,30DPD,4.614,Manual-Entry,status_conflict,0,Update from ServicerA
LN0000277,2023-06-25,ServicerC,222428.91,Default,5.55,Manual-Entry,status_conflict,0,Update from ServicerC
LN0008192,2023-09-12,ServicerB,409847.61,Default,5.996,Manual-Entry,stale_record,1,Update from ServicerB
LN0008192,2022-06-15,ServicerE,409847.61,30DPD,4.417,Manual-Entry,rate_discrepancy,0,Update from ServicerD
LN0008192,2022-12-26,ServicerA,623498.82,Current,4.044,Batch-Upload,balance_mismatch,0,Update from ServicerD
LN0008192,2022-07-20,ServicerE,409847.61,Current,7.801,Servicer-Portal,stale_record,1,Update from ServicerD
LN0008192,2022-01-16,ServicerC,409847.61,60DPD,4.746,Servicer-Portal,stale_record,1,Update from ServicerA
LN0001036,2021-12-12,ServicerC,319641.89,30DPD,6.469,Batch-Upload,none,0,Update from ServicerC
LN0006796,2023-10-10,ServicerC,0.0,60DPD,5.283,Manual-Entry,none,0,Update from ServicerE
LN0006796,2021-01-09,ServicerC,0.0,Default,6.617,Manual-Entry,stale_record,1,Update from ServicerB
LN0006796,2023-03-17,ServicerC,0.0,Default,11.001,Batch-Upload,none,0,Update from ServicerE
LN0006796,2023-12-03,ServicerB,0.0,90DPD,5.237,Manual-Entry,none,0,Update from ServicerA
LN0006796,2023-11-15,ServicerD,0.0,Current,5.191,LOS,none,0,Update from ServicerE
LN0004198,2021-09-21,ServicerA,174983.66,30DPD,5.26,Batch-Upload,rate_discrepancy,0,Update from ServicerA
LN0004198,2021-06-01,ServicerB,174983.66,Default,9.535,Manual-Entry,none,0,Update from ServicerE
LN0004198,2023-03-03,ServicerC,174983.66,Default,3.072,Manual-Entry,stale_record,1,Update from ServicerD
LN0004198,2022-05-06,ServicerB,174983.66,Current,4.128,LOS,status_conflict,0,Update from ServicerE
LN0004198,2022-11-14,ServicerB,174983.66,30DPD,4.443,Manual-Entry,stale_record,1,Update from ServicerC
LN0004198,2021-04-25,ServicerE,174983.66,30DPD,5.022,Manual-Entry,none,0,Update from ServicerA
LN0006307,2023-04-20,ServicerC,69780.43,90DPD,4.547,Batch-Upload,rate_discrepancy,0,Update from ServicerD
LN0006307,2022-08-26,ServicerB,69780.43,60DPD,4.863,Manual-Entry,none,0,Update from ServicerC
LN0000214,2022-04-01,ServicerD,0.0,Default,2.847,LOS,stale_record,1,Update from ServicerC
LN0000214,2023-06-26,ServicerA,0.0,Default,5.931,Batch-Upload,none,0,Update from ServicerC
LN0000214,2023-06-16,ServicerA,0.0,30DPD,4.822,LOS,stale_record,1,Update from ServicerB
LN0000214,2022-05-04,ServicerD,0.0,Current,5.329,Batch-Upload,status_conflict,0,Update from ServicerA
LN0000214,2021-05-29,ServicerA,0.0,30DPD,6.132,Batch-Upload,rate_discrepancy,0,Update from ServicerA
LN0006461,2021-09-27,ServicerE,0.0,60DPD,3.487,Servicer-Portal,none,0,Update from ServicerC
LN0006461,2021-03-09,ServicerA,0.0,90DPD,3.676,LOS,none,0,Update from ServicerC
LN0009173,2021-06-18,ServicerA,148353.85,90DPD,4.351,Manual-Entry,none,0,Update from ServicerA
LN0009173,2021-08-07,ServicerC,148353.85,30DPD,4.123,Manual-Entry,none,0,Update from ServicerB
LN0009173,2021-08-31,ServicerB,148353.85,60DPD,6.801,Batch-Upload,rate_discrepancy,0,Update from ServicerB
LN0004518,2022-01-06,ServicerE,79181.51,60DPD,4.764,Servicer-Portal,balance_mismatch,0,Update from ServicerC
LN0004518,2022-01-03,ServicerD,77248.11,Current,5.394,LOS,rate_discrepancy,0,Update from ServicerA
LN0008061,2022-11-12,ServicerA,227179.44,90DPD,6.476,Servicer-Portal,stale_record,1,Update from ServicerD
LN0008061,2021-07-14,ServicerB,227179.44,60DPD,7.419,Servicer-Portal,stale_record,1,Update from ServicerC
LN0008061,2022-12-22,ServicerE,375153.83,30DPD,4.437,LOS,balance_mismatch,0,Update from ServicerE
LN0008061,2022-06-21,ServicerB,410539.42,90DPD,6.374,Manual-Entry,balance_mismatch,0,Update from ServicerC
LN0008061,2022-04-10,ServicerD,227179.44,Default,6.14,Manual-Entry,none,0,Update from ServicerE
LN0003162,2022-03-17,ServicerB,199179.62,60DPD,5.076,Batch-Upload,stale_record,1,Update from ServicerA
